,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
22,8968,27,2.0,69,33.21282420864376,3.0,3,12.0,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,467924.97835780104
23,13454,11,2.0,44,31.249479084334805,5.0,3,5.0,1964,0.038692987,B,B,28,6533,1,1015.0,2,5,B,452273.7403582768
24,12190,62,3.0,65,43.39947294551419,6.0,4,12.0,1975,0.002211665,B,B,39,7614,3,900.0,1,5,A,466805.72797308455
25,11160,58,1.0,48,48.75250170157906,3.0,1,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,454886.58190029184
26,10291,32,1.0,39,20.144385046994515,9.0,3,14.0,1975,0.135649789,B,B,46,7960,6,350.0,3,11,B,454124.3259185335
27,891,85,2.0,65,61.68927974726669,10.0,13,22.0,1988,0.037177818,B,B,52,11217,1,2300.0,1,7,B,465728.29716971883
28,2982,6,2.0,63,33.21282420864376,3.0,1,12.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
29,3818,31,3.0,59,40.477183928397714,5.0,4,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B,459809.34986766725
30,2449,1,1.0,66,33.21282420864376,3.0,8,12.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,455323.5237663656
31,8317,15,1.0,41,22.958757262957068,7.0,4,12.0,2007,0.158249043,B,B,21,5731,0,900.0,1,0,B,446549.94456129486
32,4922,83,1.0,42,21.661780575041654,8.0,6,12.0,1976,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,457654.70074349066
33,1257,80,2.0,55,30.340549390635736,8.0,12,14.0,1987,0.0,B,B,39,8647,0,810.0,0,5,B,463593.3452210664
34,9348,205,1.0,37,16.851794529945757,8.0,1,5.0,1933,0.16909109,B,B,19,3856,10,900.0,2,5,B,443336.76619743713
35,4176,0,2.0,42,29.40784130754601,5.0,5,5.0,1962,0.319809354,B,B,25,4756,16,2857.0,5,8,B,436672.5182318096
36,10704,52,2.0,51,33.21282420864376,3.0,6,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,453033.27917877794
37,6624,27,1.0,42,42.43488662634184,10.0,12,17.0,2017,0.011654127,B,B,4,915,0,900.0,0,0,B,446513.3186115602
38,5428,27,2.0,62,33.21282420864376,61.0,12,17.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,463221.19153471745
39,12749,21,2.0,49,27.98019469201397,5.0,3,5.0,1969,0.194489265,B,B,47,8004,3,125.0,3,5,B,459857.20899238763
40,8994,123,2.0,51,30.224071313164977,6.0,2,9.0,1972,0.0,B,B,47,11319,0,1145.0,3,5,B,459753.73719430866
41,11513,1,1.0,37,40.59303648295684,3.0,4,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,449853.6419898215
42,3047,45,1.0,40,22.50785607947856,9.0,3,16.0,1984,0.0144231139999999,B,B,19,3806,4,900.0,0,3,B,442228.05354238814
43,9519,62,3.0,81,75.87209437359333,11.0,3,6.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,499237.1534627939
44,12309,45,1.0,42,33.21282420864376,3.0,2,12.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,443679.7987953158
45,14081,101,3.0,65,37.96924667271245,8.0,9,12.0,1980,0.225824954,A,B,41,6558,7,1548.0,3,2,B,462477.2737133969
46,8334,34,2.0,56,32.07274432770187,9.0,9,17.0,2000,0.069753361,B,B,53,13670,4,900.0,1,11,B,460494.386816359
47,6343,53,1.0,35,20.554842478626117,6.0,6,9.0,1971,0.3139245519999999,B,B,22,4625,11,3855.0,2,10,B,437784.7862380536
48,14788,6,1.0,38,33.21282420864376,3.0,6,17.0,2017,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,447972.66264264396
49,15748,212,2.0,75,36.87762581722146,15.0,2,7.0,1929,0.0,B,B,8,1423,37,562.0,1,8,B,519653.5141228622
50,153,67,3.0,64,44.71593166280484,6.0,11,12.0,1975,0.100455735,B,B,43,7227,0,900.0,1,6,A,459626.4327479284
51,14149,80,1.0,39,21.60703451903066,10.0,21,22.0,1990,0.0,B,B,39,8647,0,810.0,0,5,B,457909.2200841342
52,269,72,2.0,43,31.630247170939104,5.0,5,5.0,1960,0.210473241,B,B,11,2398,2,1994.0,3,0,B,444506.8335047317
53,5452,27,1.0,48,42.59618990044877,12.0,2,2.0,2016,0.017647053,B,B,2,469,0,900.0,0,0,B,458078.07734423655
54,721,29,1.0,39,21.31060259811018,6.0,5,5.0,1954,0.069660344,B,B,31,6119,4,900.0,1,2,B,446207.7166673509
55,5079,39,3.0,80,43.73663639061216,8.0,12,14.0,1996,0.4288258179999999,B,B,25,5011,8,730.0,0,2,B,494867.5437079593
56,2831,21,1.0,21,15.798509455881073,3.0,3,9.0,1972,0.194489265,B,B,47,8004,3,125.0,3,5,B,441932.15150639805
57,10614,27,1.0,44,33.21282420864376,3.0,1,1.0,1977,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,449640.5691903093
58,10131,141,3.0,53,28.35633494562121,6.0,11,16.0,1970,0.0,B,B,23,3684,2,900.0,0,4,B,462928.3997462233
59,9996,113,2.0,76,36.339712068099374,16.0,3,27.0,2019,0.050755569,B,B,24,5469,1,145.0,0,1,B,533834.381384119
60,3061,30,2.0,66,33.21282420864376,3.0,22,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,436456.9919942705
61,11733,39,3.0,75,46.544911421665006,8.0,20,21.0,1993,0.4288258179999999,B,B,25,5011,8,730.0,0,2,B,530887.2021382375
62,3726,161,1.0,52,20.502344662972035,11.0,3,7.0,1911,0.0144231139999999,B,B,19,3806,4,900.0,0,3,B,452899.2943728455
63,10929,48,1.0,40,37.2365484975994,3.0,16,19.0,2017,0.041124634,B,B,46,9515,5,900.0,1,10,B,454093.5959149761
64,16182,18,3.0,80,52.12130941476329,8.0,4,8.0,1985,0.0,B,B,30,5562,0,900.0,0,5,A,497717.99095536926
65,4976,52,2.0,45,30.57828334867244,5.0,9,9.0,1982,0.371148999,B,B,34,7065,1,750.0,2,5,B,449169.89633303526
66,9897,41,2.0,54,33.01516142531034,10.0,5,16.0,1985,0.175054867,B,B,36,10055,3,900.0,1,0,B,463618.44107666315
67,1872,30,2.0,52,52.79834949331681,3.0,17,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,442441.49559136154
68,5403,34,4.0,99,33.21282420864376,3.0,1,1.0,1977,0.069753361,B,B,53,13670,4,900.0,1,11,B,530951.1636613943
69,14074,62,2.0,49,33.571667179791206,6.0,2,9.0,1976,0.002211665,B,B,39,7614,3,900.0,1,5,A,460805.40343164856
70,6268,1,1.0,45,33.21282420864376,3.0,11,20.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,449604.63528535725
71,14232,75,1.0,34,18.76559975769299,9.0,8,12.0,1970,0.307466659,B,A,30,5048,9,325.0,2,5,B,444692.7437705245
72,8532,99,2.0,52,30.095966385142685,8.0,17,17.0,2000,0.012338886,B,B,35,5776,1,2078.0,2,4,B,460576.84783940954
73,3133,3,2.0,44,28.22362060723411,5.0,2,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B,450913.40659706196
74,8596,47,2.0,48,30.408247218629988,5.0,9,9.0,1978,0.101872465,B,B,23,4583,3,900.0,3,3,B,457325.3874244155
75,12389,27,3.0,99,33.21282420864376,3.0,10,16.0,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,536574.2200577268
76,14462,6,2.0,61,33.21282420864376,3.0,11,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
77,8860,167,2.0,71,69.01066476613677,3.0,4,10.0,2015,0.051942062,B,B,17,4017,7,800.0,2,0,B,461059.28166796296
78,8377,163,2.0,49,32.942613319451254,9.0,10,12.0,1977,0.007658515,B,B,35,7077,56,2301.0,3,19,B,439230.8158693926
79,6367,113,3.0,76,47.70559044355444,10.0,11,17.0,1976,0.050755569,B,B,24,5469,1,145.0,0,1,B,533397.4240484572
80,6917,57,3.0,63,43.920986586541176,6.0,7,12.0,1976,0.133215333,B,B,49,11395,3,1406.0,3,4,A,462872.5273266602
81,4216,37,1.0,37,22.41201669227402,7.0,16,17.0,2003,0.178916796,B,B,18,3594,4,192.0,1,5,B,444828.5109815298
82,5806,8,1.0,36,21.16888468040269,9.0,16,16.0,1983,0.219006007,B,B,28,6746,3,900.0,1,4,B,450824.5438446038
83,5438,27,2.0,67,33.21282420864376,3.0,5,14.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,453990.0253697197
84,6632,24,2.0,44,35.5152363268637,5.0,4,5.0,1964,0.111627393,B,B,50,12238,8,1970.0,2,3,B,456315.81888588524
85,2650,3,1.0,40,23.12970496992642,8.0,4,12.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B,457654.70074349066
86,5396,164,1.0,39,22.99451555252517,7.0,16,17.0,2004,0.486245621,B,B,13,2514,19,900.0,0,6,B,439056.80817087344
87,4044,21,1.0,34,18.10320246804801,5.0,9,9.0,1969,0.194489265,B,B,47,8004,3,125.0,3,5,B,459403.47742218437
88,1345,53,3.0,50,38.097690231171626,5.0,8,9.0,1969,0.049637257,B,B,34,7759,0,229.0,1,3,B,461918.59236837423
89,856,7,1.0,40,24.430708001267316,6.0,5,9.0,1973,0.130617806,B,B,39,10418,9,900.0,1,9,B,453024.72173746966
90,12791,44,2.0,59,36.61645017821512,8.0,7,14.0,1971,0.122190486,B,B,25,4724,2,1308.0,1,3,B,465415.4258102805
91,12499,6,3.0,81,33.21282420864376,3.0,10,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,499308.209582247
92,12249,6,1.0,43,33.21282420864376,3.0,12,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,446373.9274737982
93,14641,27,2.0,60,33.21282420864376,9.0,13,19.0,2018,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,465910.58490627096
94,1919,11,1.0,35,20.35825169147965,10.0,12,12.0,1971,0.038692987,B,B,28,6533,1,1015.0,2,5,B,448282.0648245993
95,7848,1,2.0,63,33.21282420864376,3.0,3,22.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,464538.1468279369
96,10749,6,2.0,65,66.67575842977638,3.0,2,2.0,2017,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,459782.6660784263
97,15554,125,1.0,36,22.70188015216511,10.0,6,12.0,1970,0.040242764,B,B,25,3478,11,2729.0,3,1,B,441762.41515531525
98,15834,1,3.0,68,44.18144257158742,6.0,11,12.0,1983,0.059456227,B,B,1,362,0,900.0,0,0,B,464044.8760523596
99,1355,99,2.0,44,30.6354586649973,5.0,3,9.0,1970,0.033493708,B,B,66,10573,1,1322.0,3,8,B,460133.59543576895
100,15451,18,1.0,40,23.039418903703467,9.0,8,25.0,2000,0.0,B,B,30,5562,0,900.0,0,5,A,449349.13820498285
101,12401,6,3.0,79,44.54247189104824,12.0,8,17.0,2013,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,467741.105016917
102,10290,84,1.0,37,24.57334918153026,9.0,11,12.0,1972,0.149666373,B,B,22,4789,2,4087.0,4,1,B,449115.86678183667
103,9462,30,1.0,40,39.01334079739734,3.0,10,17.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,435981.6422613329
104,3103,1,3.0,81,33.21282420864376,3.0,6,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,500497.7953160979
105,3420,9,1.0,38,17.33154273240228,8.0,11,14.0,2010,0.31019913,B,B,11,2748,1,900.0,0,0,B,446594.90363186965
106,12262,1,3.0,81,33.21282420864376,3.0,8,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,500497.7953160979
107,5032,30,1.0,50,33.21282420864376,3.0,5,12.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,445262.8968916517
108,8949,69,3.0,65,47.33830743319194,7.0,5,16.0,1985,0.000991363,B,B,33,6783,3,900.0,1,9,B,457896.41800053604
109,15567,87,2.0,53,31.78461416302149,8.0,5,12.0,1980,0.100455735,B,B,43,7227,0,900.0,1,6,A,465074.6454003341
110,16389,28,1.0,35,19.552565068001936,8.0,4,9.0,1974,0.118537385,B,B,30,6207,1,1183.0,1,0,B,448322.2096251769
111,7809,23,2.0,55,33.21282420864376,3.0,2,3.0,1977,0.005767451,B,B,1,388,0,900.0,0,0,B,464538.1468279369
112,8990,27,3.0,58,40.41200607153679,6.0,5,9.0,1988,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,465473.6275706091
113,16089,66,2.0,57,36.95947586268216,7.0,2,5.0,1957,0.161975568,B,A,31,7010,5,4508.0,3,7,B,463140.3216096043
114,12743,27,1.0,40,33.21282420864376,3.0,9,12.0,1977,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,447272.4358409848
115,5132,6,1.0,39,33.21282420864376,3.0,1,1.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,447972.66264264396
116,1619,169,2.0,60,33.21282420864376,3.0,7,17.0,2019,0.178916796,B,B,18,3594,4,192.0,1,5,B,460359.1318977903
117,2428,27,1.0,31,18.18801523365757,7.0,3,4.0,1969,0.01405792,B,B,1,290,0,900.0,0,0,B,446128.4556958914
118,16741,99,1.0,38,25.62977778991247,6.0,8,9.0,1976,0.012338886,B,B,35,5776,1,2078.0,2,4,B,450495.0724676577
119,13193,12,2.0,53,33.794068031118044,8.0,3,14.0,1993,0.090799103,B,B,74,19083,2,900.0,5,15,B,465256.6732756588
120,12588,108,3.0,76,53.93333647094448,9.0,7,8.0,1958,0.0,B,B,23,3684,2,900.0,0,4,B,533397.4240484572
121,5067,3,2.0,43,29.31061990961503,5.0,2,5.0,1965,0.265088676,B,B,37,5288,0,1937.0,3,2,B,445666.8188373958
122,14685,6,1.0,41,33.21282420864376,3.0,12,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,443754.24884251313
123,2292,58,1.0,42,23.00195389527373,9.0,8,14.0,1976,0.050755569,B,B,24,5469,1,145.0,0,1,B,446515.409342695
124,5746,62,1.0,44,33.21282420864376,3.0,7,12.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,449327.1594219005
125,12578,23,2.0,65,33.21282420864376,3.0,3,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,459233.5526326359
126,14834,27,3.0,56,33.21282420864376,3.0,12,12.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,465402.57145115593
127,2147,71,1.0,40,23.671261651222206,8.0,3,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B,457654.70074349066
128,8222,6,1.0,44,33.21282420864376,3.0,15,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,449640.5691903093
129,10419,85,4.0,65,47.24958728507751,6.0,8,9.0,1981,0.037177818,B,B,52,11217,1,2300.0,1,7,B,465728.29716971883
130,11492,129,2.0,45,30.828492926926938,7.0,6,8.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B,445333.4180127771
131,3006,66,2.0,48,30.511397176361456,5.0,7,9.0,1971,0.111627393,B,B,50,12238,8,1970.0,2,3,B,464618.926367018
132,8761,99,2.0,49,30.61087341907093,6.0,8,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,451497.9405142051
133,15371,111,2.0,63,32.03918286657991,12.0,15,25.0,2008,0.1363303,B,B,30,6141,10,262.0,3,6,B,456440.8832352789
134,16367,27,2.0,64,33.41653796838658,10.0,3,17.0,2016,0.011654127,B,B,4,915,0,900.0,0,0,B,453807.99749439495
135,6317,169,2.0,56,33.21282420864376,3.0,9,17.0,1977,0.178916796,B,B,18,3594,4,192.0,1,5,B,460359.1318977903
136,10878,28,3.0,72,48.07791022147955,7.0,4,5.0,1959,0.118537385,B,B,30,6207,1,1183.0,1,0,B,504973.47278880107
137,3895,21,1.0,36,37.20997636166777,7.0,9,9.0,1973,0.194489265,B,B,47,8004,3,125.0,3,5,B,458396.71918505244
138,8041,76,1.0,39,19.4053337052889,9.0,8,12.0,1970,0.0,B,B,7,1660,39,1786.0,1,5,B,436600.8382587181
139,13428,56,3.0,81,45.46706507205031,10.0,15,17.0,1986,0.0,B,B,23,5067,4,900.0,2,6,B,493503.67257898836
140,14669,75,1.0,28,16.443666056432008,5.0,4,9.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B,437573.36894768395
141,1006,6,2.0,62,35.46593459720273,13.0,8,17.0,2012,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
142,12271,6,2.0,62,33.21282420864376,3.0,6,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
143,3764,193,4.0,97,72.38690456571206,8.0,5,5.0,1957,0.319809354,B,B,25,4756,16,2857.0,5,8,B,527363.7372737372
144,7675,47,2.0,47,31.20299196374703,8.0,10,12.0,1970,0.298204575,B,B,16,4048,3,900.0,1,3,B,445918.4359180411
145,11709,63,1.0,51,33.21282420864376,3.0,7,22.0,2016,0.23861713,B,B,26,3889,6,705.0,3,6,B,450157.5813184597
146,8629,1,1.0,42,25.836392398392235,8.0,3,14.0,1995,0.025609157,B,B,33,5261,0,240.0,3,1,B,451056.4498736682
147,6096,37,1.0,43,21.09210451008636,8.0,11,12.0,1984,0.2322050839999999,B,B,24,4860,1,80.0,0,3,B,446376.01820493303
148,11727,6,3.0,77,33.21282420864376,3.0,13,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,535271.5032340792
149,5157,23,2.0,70,39.54158874021661,14.0,1,1.0,2018,0.075778755,B,B,6,1437,3,900.0,0,2,B,499674.1107984558
150,3679,30,1.0,43,33.21282420864376,3.0,21,22.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,435083.1338941463
151,1755,52,1.0,39,33.21282420864376,10.0,7,20.0,2016,0.371148999,B,B,34,7065,1,750.0,2,5,B,448167.02828648785
152,7391,9,2.0,58,31.49205101443953,9.0,7,14.0,2008,0.31019913,B,B,11,2748,1,900.0,0,0,B,466092.6127815957
153,7425,27,1.0,41,39.2670509603737,10.0,8,22.0,2017,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,443754.24884251313
154,6882,11,3.0,98,54.46078903581497,8.0,14,14.0,1999,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,535055.0575503022
155,10752,33,3.0,87,53.79977893629556,8.0,5,5.0,1958,0.051942062,B,B,17,4017,7,800.0,2,0,B,491205.6320951132
156,7472,31,2.0,44,29.604193752132,5.0,4,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B,447253.7570033018
157,14320,27,1.0,39,33.21282420864376,3.0,8,19.0,1977,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,447972.66264264396
158,9596,6,2.0,54,33.21282420864376,3.0,12,17.0,2017,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,464773.5478334382
159,5317,111,1.0,38,23.493250908952653,7.0,16,17.0,2007,0.093442564,B,B,23,4635,5,3300.0,2,4,B,444330.5499662297
160,7378,23,1.0,42,33.21282420864376,3.0,1,4.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,448012.3017801044
161,16154,6,2.0,67,61.73867380797941,3.0,7,17.0,2016,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,454061.0814891728
162,3464,49,2.0,46,30.25543129640073,5.0,1,5.0,1962,0.020741326,B,B,24,5613,5,1340.0,2,5,B,445896.54898652754
163,4197,46,3.0,58,41.8805836614272,5.0,4,9.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B,464271.7478570779
164,9477,27,1.0,36,33.21282420864376,8.0,16,25.0,2017,0.072157581,B,B,2,629,1,900.0,0,0,A,447201.6311134473
165,12705,7,2.0,47,29.57709458559742,5.0,5,5.0,1968,0.130617806,B,B,39,10418,9,900.0,1,9,B,454727.81658567616
166,16426,1,2.0,65,64.09975896598438,3.0,9,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,460522.53201754595
167,1481,23,1.0,31,30.527056422874946,3.0,8,9.0,2015,0.034656082,B,B,0,168,0,900.0,0,0,B,446128.4556958914
168,9946,85,2.0,56,35.52689645077102,9.0,3,16.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,464890.7330680646
169,12025,45,1.0,39,33.21282420864376,3.0,1,1.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,444380.02559697494
170,5341,37,3.0,60,44.14165802589019,6.0,5,9.0,1973,0.127811589,B,B,28,7287,5,320.0,1,3,B,460605.4717554638
171,9923,12,3.0,73,45.04485275208425,10.0,17,17.0,1987,0.090799103,B,B,74,19083,2,900.0,5,15,B,494169.55991807266
172,7953,58,3.0,73,49.06864166151242,9.0,5,9.0,2010,0.31019913,B,B,11,2748,1,900.0,0,0,B,494034.30499950395
173,11066,1,3.0,89,60.40336483255839,10.0,11,22.0,2018,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,506128.5795455761
174,5037,57,1.0,43,23.67336053710883,8.0,2,14.0,2003,0.133215333,B,B,49,11395,3,1406.0,3,4,A,456536.63334814756
175,2509,30,2.0,66,33.21282420864376,3.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,436456.9919942705
176,4937,77,4.0,82,54.03737422339668,8.0,4,12.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,498154.0104318022
177,12089,59,2.0,76,33.21282420864376,3.0,19,22.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B,528397.4597263731
178,4964,31,1.0,31,17.261167435893928,5.0,4,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B,446366.8949419982
179,16500,53,2.0,57,39.40149249779908,10.0,5,24.0,2018,0.049637257,B,B,34,7759,0,229.0,1,3,B,465699.2863690249
180,4625,57,1.0,32,16.592986912808243,5.0,2,5.0,1969,0.133215333,B,B,49,11395,3,1406.0,3,4,A,458925.72506206133
181,2363,63,3.0,80,49.13626988535694,10.0,4,17.0,1989,0.23861713,B,B,26,3889,6,705.0,3,6,B,494454.7186312266
182,8148,53,1.0,41,22.627979290356464,8.0,11,24.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B,449070.26365517377
183,3804,13,1.0,42,24.351503545087,8.0,11,14.0,1997,0.090799103,B,B,74,19083,2,900.0,5,15,B,457654.70074349066
184,4584,39,1.0,37,18.45916197487469,8.0,3,9.0,1973,0.4288258179999999,B,B,25,5011,8,730.0,0,2,B,442846.802671171
185,10694,23,2.0,54,33.21282420864376,3.0,9,12.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,466019.4470072045
186,2691,187,1.0,39,22.967788667612265,7.0,9,12.0,2000,0.041116354,B,B,53,14892,4,900.0,1,4,B,453779.8920077995
187,2983,101,2.0,51,34.99599367203071,8.0,3,12.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B,457008.49963810423
188,13563,180,2.0,61,39.647901682300414,6.0,10,16.0,1974,0.037316452,B,B,32,6748,93,562.0,4,10,B,449621.2071864097
189,10747,6,3.0,81,33.21282420864376,3.0,1,1.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,499308.209582247
190,1721,1,2.0,64,33.21282420864376,3.0,14,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,455306.9806629391
191,2789,8,2.0,63,35.88681289407789,10.0,7,17.0,1995,0.219006007,B,B,28,6746,3,900.0,1,4,B,462137.14089739544
192,7214,128,2.0,57,30.258026672563943,8.0,11,14.0,1992,0.0,B,B,27,4798,0,30.0,2,8,B,465699.2863690249
193,8659,96,2.0,54,29.385070452519123,7.0,9,15.0,2009,0.041116354,B,B,53,14892,4,900.0,1,4,B,460860.32702395326
194,5107,66,2.0,65,35.1948872175584,10.0,12,17.0,2010,0.111627393,B,B,50,12238,8,1970.0,2,3,B,461910.5206198351
195,3843,20,2.0,38,23.750168536329163,6.0,12,12.0,1966,0.019508796,B,B,37,7687,11,176.0,5,5,B,446347.6338129409
196,14610,26,2.0,77,41.30025075658016,14.0,15,17.0,2015,0.0,B,B,36,6714,2,2672.0,0,2,B,533834.381384119
